date,hot_money_net,quant_net,inst_net,foreign_net,other_net,total_lhb_turnover,total_market_turnover
20260123,1726579058.8399997,2320391095.0099998,-3733571347.8599973,3816320790.9300003,8513929725.630003,174695638664.86002,3085224060868.73
